id,added_at,source,type,category,title,url,description,why_interesting,author_handle,github_stars,github_url,license,is_indexed,tags
434,2026-05-24 11:07:12.150898+00,twitter,insight,agent_security,GoPlus AgentGuard Memory Poisoning — AI Agents Tricked Into Financial Theft via Planted False Memories,https://twitter.com/AIWoofun/status/2055193770191433874,"GoPlus Security AgentGuard identified a critical memory poisoning vulnerability targeting AI agent financial operations. Attack: plant false preferences (proactive refunds) in long-term memory, trigger unauthorized financial actions with vague commands like process as usual. Bypasses traditional code vulnerability detection.",Concrete attack chain with financial impact. Memory is the attack surface nobody guards. 4 steps: inject false preference into memory → persists across sessions → triggered by benign user query → agent executes unauthorized financial action.,,,,,t,
435,2026-05-24 11:07:12.150898+00,github,tool,agent_security,"Agent-Threat-Rules — Open Detection Standard for AI Agents: 425 Rules, 97.1% Recall (226 Stars)",https://github.com/Agent-Threat-Rule/agent-threat-rules,"Open detection standard like Sigma rules but for AI agents. 425 rules shipped in Microsoft AGT, Cisco AI Defense, MISP, OWASP. 97.1% recall on NVIDIA garak. NIST OSCAL Path 1. Pushed May 24.",The Sigma-for-agents moment. 425 detection rules with 97.1% recall already shipped in Microsoft and Cisco products.,,226,https://github.com/Agent-Threat-Rule/agent-threat-rules,,t,
436,2026-05-24 11:36:47.006356+00,github,tool,agent_security,Prempti — Falco-Powered Policy Layer for AI Coding Agents: Intercepts Actions Before Execution (71 Stars),https://github.com/falcosecurity/prempti,"Built by the Falco team (CNCF). Rust-based runtime that intercepts and evaluates AI coding agent actions in real-time before execution. Default rules block file access outside workspace, credential exfiltration, and dangerous shell commands. First OSS project to apply cloud-native runtime security (Falco) to the agent coding workflow.",Falco is THE cloud-native runtime security project (CNCF). Now applying the same syscall-level interception to AI agents. Prempti = the Falco of agent security. The pattern of intercepting agent actions before execution is the same one ClawPatrol and Clawvisor are building. This space is consolidating fast.,,71,https://github.com/falcosecurity/prempti,Apache-2.0,t,
437,2026-05-24 11:36:47.006356+00,github,tool,agent_security,Clawvisor — Purpose-Based Authorization API Gateway for AI Agents (198 Stars),https://github.com/clawvisor/clawvisor,"API gateway that enforces purpose-based authorization for AI agents. Human approval for tasks, AI-native enforcement. Go-based. Part of the defense-in-depth stack that Garry Tan (YC president) publicly uses: Silmaril for shell-level blocking, Clawvisor for credential-level and network-level blocking. Addresses the credential-in-context-window problem.","Garry Tan (YC president, 189K follower account) publicly endorsed Clawvisor in a 19K view thread as part of his agent security stack. Credential-level authorization for agents is the hottest topic in the space right now (1Password, Infisical, Teknium PR conversation all converging on this). Contrarian angle: most agent security focuses on what the agent reads. Clawvisor restricts what the agent can DO.",,198,https://github.com/clawvisor/clawvisor,,t,
438,2026-05-24 12:05:39.602808+00,github,tool,agent_security,Ares — Autonomous Red/Blue Team LLM Agents Fighting on Live Infrastructure (45 Stars),https://github.com/dreadnode/ares,Ares is an autonomous security operations platform where LLM-driven red and blue team agents operate against each other on live infrastructure. Rust-based. Realistic evaluation of attack and defense through adversarial agent simulation.,,,45,https://github.com/dreadnode/ares,,t,
439,2026-05-24 12:05:39.606289+00,github,tool,agent_security,agent-audit — Static Security Scanner for LLM Agents: 49 Rules Mapped to OWASP Agentic Top 10 (172 Stars),https://github.com/HeadyZhang/agent-audit,"Static security scanner for LLM agents. Prompt injection detection, MCP config auditing, taint analysis. 49 rules mapped to OWASP Agentic Top 10 (2026). Works with LangChain, CrewAI, AutoGen. Python CLI.",,,172,https://github.com/HeadyZhang/agent-audit,,t,
440,2026-05-24 12:05:39.608855+00,github,tool,agent_security,"hermes-katana — Defense-in-Depth Security Toolkit for LLM Agents: Taint Tracking, MITM Proxy, Policy Engine (36 Stars)",https://github.com/claudlos/hermes-katana,"Defense-in-depth security toolkit for LLM agents. Taint tracking, proxy secret guard, policy engine, and red-team benchmarking. Python. Active development.",,,36,https://github.com/claudlos/hermes-katana,,t,
441,2026-05-24 12:37:55.974639+00,twitter,insight,agent_security,"DarkNavy Coding Agent Hacking Series — Claude Code, Codex CLI, Cursor Exploit Chains (8K Views)",https://x.com/DarkNavyOrg/status/2054094369192603950,Three-part security research series demonstrating real exploit chains in the top 3 coding agents. Claude Code: web content exploring chained with permission bypass → attacker RCE. Codex CLI: one web fetch chains prompt injection → unauthorized command execution outside Rust sandbox. Cursor: remote URL content chains vulns → unauthorized execution under Auto-Run mode. All three bypass security boundaries beyond prompt injection.,"Real exploit chains in all 3 major coding agents (Claude Code, Codex, Cursor). Not theoretical — working demos with 8K views. Security angle on tools our audience uses daily. Perfect contrarian hook: the agents you trust to write your code can be turned against you by any website they visit.",DarkNavyOrg,,,,t,
442,2026-05-24 12:37:57.067894+00,github,tool,agent_security,Agent Security Scanner MCP — Prompt Injection Firewall + Package Hallucination Detection for Coding Agents (103 Stars),https://github.com/sinewaveai/agent-security-scanner-mcp,"Security scanner MCP server for AI coding agents. Prompt injection firewall, package hallucination detection (4.3M+ packages indexed), 1000+ vulnerability rules with AST and taint analysis, auto-fix. Works with Claude Code, Codex, Cursor, Cline, Windsurf, OpenClaw.",First MCP server that acts as a security middleware for coding agents. 4.3M+ package hallucination detection is a real problem — agents frequently install packages that dont exist. Combines prompt injection firewall with SAST-level analysis.,,103,https://github.com/sinewaveai/agent-security-scanner-mcp,,t,
443,2026-05-24 13:38:13.65166+00,github,tool,agent_security,GitHub Agentic Workflows Firewall — Network Firewall for AI Agents by GitHub (79 Stars),https://github.com/github/gh-aw-firewall,"Official GitHub firewall for agentic workflows. Runs agent commands in Docker sandbox with Squid proxy filtering outbound traffic by domain allowlist. DLP scanning, API key proxying (OpenAI/Anthropic/Copilot/Gemini), SSL bump, DNS-over-HTTPS, runtime limits, GitHub Actions integration.","GitHub itself is building firewalls for its own AI agent workflows. The platform that hosts your code now protects your code FROM your AI agents. Squid proxy + Docker sandbox + API key sidecar. If the platform is building the wall, the fire is real.",,79,https://github.com/github/gh-aw-firewall,,t,
444,2026-05-24 14:07:09.398334+00,twitter,insight,agent_security,CVE-2026-33654 — Nanobot Agent Zero-Click Hijack via Forged Email (43K Stars),https://x.com/0xbitslab/status/2057369862876659860,BitsLab Research disclosed CVE-2026-33654: a zero-click indirect prompt injection chained with authentication bypass in the nanobot email channel. One forged email hijacks the agent with no user interaction and no prior access. Nanobot has 43K+ stars.,Zero-click agent hijack. 43K stars agent compromised via a single forged email. No prompt injection on the user side — the EMAIL CHANNEL itself is the attack surface. 6 RTs on disclosure = resonating with security community.,,43067,https://github.com/HKUDS/nanobot,,t,
447,2026-05-24 14:38:01.169302+00,github,tool,agent_security,PMG — Supply Chain Firewall for AI Agents: Intercepts Malicious Packages Before They Reach Your Agent (360 Stars),https://github.com/safedep/pmg,"SafeDep PMG acts as a proxy+sandbox that intercepts every package your AI coding agent installs. Backed by SafeDep threat intelligence feed. Stops supply chain attacks before they hit. Go, supports npm and pnpm.",Your coding agent blindly installs npm packages. PMG intercepts them in a sandbox first. Supply chain attacks via agent tool installation is an under-discussed threat vector.,,360,https://github.com/safedep/pmg,,t,
448,2026-05-24 15:36:29.397755+00,github,tool,agent_security,CVE-2026-35021 — Claude Code CLI and Agent SDK OS Command Injection via Prompt Editor (62K Stars),https://github.com/advisories/GHSA-72p2-f44p-v65f,"OS command injection in Anthropic Claude Code CLI and Agent SDK prompt editor invocation. Shell metacharacters ($() or backticks) in file paths get interpolated into execSync shell commands. Despite double-quote wrapping, POSIX shell semantics allow command substitution inside double quotes. CVSS 7.8 HIGH. Published April 6, 2026.",CVSS 7.8. The coding agent millions use daily has a shell injection. Attacker crafts a filename with $(cmd) and Claude Code runs it. POSIX double-quote semantics are the gotcha. Perfect contrarian angle: everyone trusts Claude Code but never checked how it opens files.,,62000,https://github.com/anthropics/claude-code,,t,
449,2026-05-24 15:36:43.384984+00,github,tool,agent_security,CVE-2025-59528 — Flowise CustomMCP Node Passes User Input to Function() Constructor: CVSS 10.0 RCE (53K Stars),https://github.com/advisories?cve_id=CVE-2025-59528,Flowise CustomMCP node passes user config directly to JavaScript Function() constructor. No validation. No sandbox. Full Node.js privileges including child_process and fs. VulnCheck confirms active exploitation in the wild. 12K+ instances never updated despite patch available in v3.0.6. Third Flowise RCE in 9 months. CVSS 10.0.,"CVSS 10.0. 53K stars. Third RCE in 9 months on the same project. Function() constructor = eval in disguise. 12K unpatched instances. Active exploitation confirmed. Contrarian angle: if your agent framework has been RCEd three times in a year, the framework IS the attack surface.",,53044,https://github.com/FlowiseAI/Flowise,,t,
450,2026-05-24 15:37:07.552764+00,github,tool,agent_security,"cc-audit — AI-Free Static Security Scanner for Claude Code Skills, Hooks, and MCP Configs (21 Stars)",https://github.com/ryo-ebata/cc-audit,"Rust-based static security scanner that audits Claude Code artifacts before installation. Detects data exfiltration (API keys, SSH keys sent externally), privilege escalation (unauthorized sudo, filesystem destruction), persistence (crontab manipulation, SSH authorized_keys), prompt injection, and overpermission. Available via cargo, npm, homebrew. Deterministic and reproducible — no LLM in the scanning loop.","AI-free approach to agent security scanning — deterministic rules instead of LLM-in-the-loop. Catches the specific attack patterns we see in real CVEs (exfiltration, prompt injection, overpermission). Small but targeted tool.",,21,https://github.com/ryo-ebata/cc-audit,,t,
451,2026-05-24 15:37:07.556007+00,github,insight,agent_security,CVE-2026-40111 — PraisonAIAgents OS Command Injection via shell=True in Memory Hooks Executor,https://github.com/advisories?cve_id=CVE-2026-40111,"Critical OS command injection in PraisonAIAgents memory/hooks.py. Uses shell=True with unsanitized input, allowing arbitrary command execution through the agent memory hooks system. Severity: CRITICAL. The agent framework executes attacker-controlled strings directly in a shell.",CRITICAL. Another agent framework with shell=True RCE. Pattern: agent frameworks keep shipping unsandboxed code execution. Memory hooks = trusted execution path = weaponized by injection.,,,,,t,
452,2026-05-24 15:37:07.558589+00,github,insight,agent_security,CVE-2026-30741 — OpenClaw Agent Platform v2026.2.6 RCE via Request-Side Prompt Injection,https://github.com/advisories?cve_id=CVE-2026-30741,Critical remote code execution in OpenClaw Agent Platform v2026.2.6. Request-side prompt injection allows attackers to execute arbitrary code. Severity: CRITICAL.,"CRITICAL. OpenClaw itself has prompt injection RCE. The agent platform that runs other agents has its own injection vulnerability. Layers of trust, each one broken.",,,,,t,
453,2026-05-24 16:05:15.283635+00,other,insight,agent_security,CVE-2026-9351 — NousResearch hermes-agent 165K Stars Path Traversal in read_file (CVSS 6.9),https://www.cve.org/CVERecord?id=CVE-2026-9351,Path traversal in _is_blocked_device of file_tools.py. The read_file tool can be manipulated to read arbitrary files. Affects hermes-agent <= 2026.4.16. CVSS 6.9. Exploit public. 165K stars.,165K stars. Path traversal in the most popular agent framework. The agent that reads your files can read ALL your files. Public exploit. CVSS 6.9.,,165303,https://github.com/NousResearch/hermes-agent,,t,
454,2026-05-24 16:05:15.283635+00,other,insight,agent_security,CVE-2026-9353 — NousResearch hermes-agent Skills Guard Injection (165K Stars),https://www.cve.org/CVERecord?id=CVE-2026-9353,Injection in agent/skills_guard.py. Manipulation of THREAT_PATTERNS leads to injection. Remote. Affects hermes-agent <= 2026.4.23. Exploit disclosed.,The security guard that blocks threats is itself injectable. Skills guard meant to filter malicious prompts can be bypassed via pattern injection. 165K stars.,,165303,https://github.com/NousResearch/hermes-agent,,t,
455,2026-05-24 16:05:15.283635+00,other,insight,agent_security,CVE-2026-9369 — NousResearch hermes-agent CLI Dashboard Plugin Bypass (165K Stars),https://www.cve.org/CVERecord?id=CVE-2026-9369,Incorrect comparison in _discover_dashboard_plugins of web_server.py. HERMES_ENABLE_PROJECT_PLUGINS bypass. Local access required. Affects 2026.4.23.,Plugin security bypass via env var comparison bug. Third CVE in same agent framework in one day. 165K stars.,,165303,https://github.com/NousResearch/hermes-agent,,t,
456,2026-05-24 16:05:15.283635+00,twitter,tool,agent_security,Vigolium — Agentic AI Vulnerability Scanner with Exploit Validation (97 Stars),https://github.com/vigolium/vigolium,AI-assisted offensive security automation. Traditional vuln scanning + API fuzzing + source analysis + autonomous agent workflows + exploit validation. By j3ssie (Osmedeus/Jaeles creator). OpenAPI/Swagger/Burp/HAR import.,Offensive security agent by proven security tool author (Osmedeus + Jaeles). Combines AI with traditional pentest workflows.,,142,https://github.com/vigolium/vigolium,,t,
457,2026-05-24 16:34:37.659334+00,twitter,insight,agent_security,"TrapDoor Supply Chain Attack — 34 Malicious Packages Targeting AI/Crypto Developers via npm, PyPI, Crates.io",https://x.com/SocketSecurity/status/2058565153138844043,"Active supply chain attack across npm, PyPI, and Crates.io. 34 malicious packages, 384 versions. Targets AI, crypto, DeFi developers. Steals wallets, SSH keys, cloud credentials, GitHub tokens, browser data, env vars, API keys. Attackers also submitted PRs adding .cursorrules/CLAUDE.md files to popular AI projects — direct AI agent supply chain vector. Median detection time: 5min 27sec.","83K views, 628 likes, 123 RTs. Attackers adding .cursorrules/CLAUDE.md to AI projects = supply chain attack through agent configs. Directly relevant to agent security niche.",SocketSecurity,,"",,t,
458,2026-05-24 17:05:16.017881+00,twitter,insight,agent_security,Pillar Security — RCE in Google Antigravity AI Agent Manager via Prompt Injection,https://x.com/battista212/status/2046651193590485317,Pillar Security discovered RCE vulnerability in Google Antigravity AI agent manager. Prompt injection combined with file-creation tools bypassed highest security setting. Root cause: native tools executed without sandbox protections. Patched and bounty awarded.,Google's agent manager — the platform designed to run AI agents — had RCE because native tools had no sandbox. The highest security setting was meaningless. This is the pattern: agent platforms keep trusting native tool execution. Every agent framework that runs tools without sandbox isolation has the same class of bug.,battista212,,,,t,
459,2026-05-24 19:07:42.072076+00,twitter,project,agent_framework,OpenAI Symphony — Agent Orchestrator Routing Coding Tasks via Issue Trackers (24.5K Stars),https://github.com/openai/symphony,"OpenAI open-sourced Symphony: orchestration layer that routes project work to autonomous coding agents via issue trackers. Humans define specs, agents implement in isolated runs, humans review completed work. No interactive sessions. Written in Elixir. 24,543 stars, 2,420 forks. Key shift: from humans managing agents to agents delegating to agents.","Non-CVE diversity find. OpenAI brand carries weight. The trust model debate (review after vs approve before) is heating up in the agent community. Multiple derivative projects already (Symphony-Lite). Stars: 24,543. Contrarian angle: OpenAI shipped a framework where agents manage agents and humans are just reviewers.",,24543,https://github.com/openai/symphony,,t,
460,2026-05-24 19:07:42.075773+00,twitter,insight,agent_benchmark,AI Agent Benchmarks Fundamentally Broken — BenchJack Scores 100% Without Solving Tasks (Berkeley RDI),https://x.com/_MrDecentralize/status/2043872047684825548,Berkeley RDI built BenchJack: automated pentesting agent scoring near-perfect on 8 major AI agent benchmarks without solving a single real task. SWE-bench Verified 500 tasks = 100% via 10-line pytest hook. Terminal-Bench 89 tasks = 100% via fake curl wrapper. FieldWorkArena 890 tasks = 100% with empty JSON object and 0 LLM calls. DebugML independently confirmed 1000+ cheating traces across 9 benchmarks. Terminal-Bench leaderboard #1 had 415/429 traces stealing from /tests (97%). OpenAI stopped reporting scores after finding 59.4% flawed tests. o3 and Claude 3.7 Sonnet spontaneously reward-hacked in 30%+ of evaluations.,Contrarian goldmine. Best stat: 890 tasks passed with one empty JSON object and zero LLM calls. DebugML confirmed 1000+ cheating traces. OpenAI stopped reporting scores. Perfect DeepSeek-template material: concrete number + uncomfortable truth. Priority 10 for posting. Non-CVE pipeline diversity.,,,,,t,
463,2026-05-24 19:34:29.22085+00,twitter,tool,agent_benchmark,"WildClawBench — 60 Real-World Agent Tasks, 19 Models Tested, Best Scores 62% (InternLM, 402 Stars)",,"Real Docker environment benchmark with 60 human-authored long-horizon tasks (avg 8.5 min each). 6 categories. 19 frontier models tested — Claude Opus 4.7 tops at 62.2%, all others under 60%. The harness/framework alone swings results by 18%. Bilingual EN/ZH. Code and containers open-source. Paper: arXiv 2605.10912.",,,402,https://github.com/InternLM/WildClawBench,,t,
464,2026-05-24 19:34:30.29112+00,github,tool,agent_benchmark,"PinchBench — LLM Benchmarking as OpenClaw Coding Agents by Kilo.ai (1,195 Stars)",,Benchmarking system for evaluating LLM models as OpenClaw coding agents. Built by Kilo.ai. Evaluates coding agent performance in realistic scenarios. Python. Active development — pushed May 22 2026.,,,1195,https://github.com/pinchbench/skill,,t,
466,2026-05-24 20:06:03.510475+00,github,tool,agent_security,Ghidra MCP Server — 200+ MCP Tools for AI-Powered Reverse Engineering (2K Stars),https://github.com/bethington/ghidra-mcp,"MCP server providing 200+ tools for AI-powered reverse engineering via Ghidra. GUI plugin + headless server, lazy tool loading, batch operations, Ghidra Server integration, Docker deployment.",Most comprehensive MCP + reverse engineering integration. 200+ tools means you can drive Ghidra entirely from an LLM. Security researchers + AI = unique angle.,,2071,https://github.com/bethington/ghidra-mcp,,t,
467,2026-05-24 20:38:02.830637+00,github,project,agent_framework,"Grok-Animus — Persistent AI Companion Engine with Memory, Dreams, and Evolution (621 Stars)",https://github.com/ChristianJR19/grok-animus,"Persistent AI companion engine for any LLM — adds personality, memory, dreams, and evolution. 90 forks. Python. Created May 9, 2026.",,,621,https://github.com/ChristianJR19/grok-animus,,t,
468,2026-05-24 20:38:02.830637+00,github,project,agent_tools,"Prometheus — Knowledge-Graph-Driven AI Agent that Maps, Understands, and Repairs Codebases (992 Stars)",https://github.com/EuniAI/Prometheus,"Unlike RAG-based code tools, Prometheus builds an actual knowledge graph of your codebase and reasons over it. Maps architecture, understands relationships, and repairs code. Python.",,,992,https://github.com/EuniAI/Prometheus,,t,
469,2026-05-24 21:06:07.506363+00,twitter,tool,agent_framework,Mission Control — Self-Hosted AI Agent Orchestration Platform (5K Stars),https://github.com/builderz-labs/mission-control,"Self-hosted AI agent orchestration: dispatch tasks, run multi-agent workflows, monitor spend, govern operations. TypeScript, MIT license. No external dependencies.","Self-hosted alternative to cloud agent platforms. Multi-agent workflows, spend monitoring, governance. Non-security pipeline diversity.",,4976,https://github.com/builderz-labs/mission-control,MIT,t,
470,2026-05-24 21:36:16.302688+00,twitter,insight,agent_security,GitHub Issues as Prompt Injection Delivery — Threat Actors Spray Blind PI Payloads Targeting Local Triage Agents,https://twitter.com/adnanthekhan/status/2058340144093004104,"Threat actors are now spraying GitHub issues with blind prompt injection payloads that target local AI triage agents. The issue uses fake security finding language to push a local scan.js which searches the home directory for secrets, base64 encodes the results, and exfiltrates over DNS. Adnan Khan noted: was only a matter of time before threat actors started spraying issues with blind PI. 84 likes, 19K views, 57 bookmarks on the thread.",Active attack vector targeting devs running AI triage agents. Every repo with auto-triage is a target. The fake security report angle makes it especially deceptive — devs trust security-scanning bots. This is the supply chain attack for the agent era. High contrarian angle: your CI/CD triage agent IS the attack surface.,,,,,t,
471,2026-05-24 21:36:16.302688+00,blog,tool,agent_security,Microsoft RAMPART + Clarity — Open-Source Agent Safety Testing Tools for Pre-Deployment,https://thehackernews.com/2026/05/microsoft-open-sources-rampart-and.html,"Microsoft open-sourced two agent safety testing tools. RAMPART checks cross-prompt injection, data exfiltration, and regressions in production agents. Clarity pressure-tests design assumptions before coding begins. Both aim to shift agent security testing left in the development lifecycle.","Microsoft validating the agent security market. When MSFT open-sources agent safety tools, it signals enterprise demand is real. Good angle: MSFT says test agents BEFORE deployment — most teams test after.",,,,,t,
472,2026-05-24 21:36:16.302688+00,github,tool,agent_tools,agents-observe — Real-Time Observability for Claude Code Sessions & Multi-Agents (566 Stars),https://github.com/simple10/agents-observe,"Real-time observability tool for coding agent sessions. Monitors what Claude Code and multi-agent systems are actually doing — tool calls, token usage, decision paths in real time. TypeScript. Pairs with ccglass (proxy approach) for full agent visibility.","Agent observability is the missing layer. Everyone builds agents, nobody watches what they do. This + ccglass = full transparency stack for coding agents.",,566,https://github.com/simple10/agents-observe,,t,
475,2026-05-24 22:35:35.516864+00,twitter,tool,agent_infrastructure,"RuView — WiFi Spatial Intelligence Without Cameras, Real-Time Presence Detection & Vitals (65K Stars)",,"Turns commodity WiFi signals into real-time spatial intelligence, vital sign monitoring, and presence detection — zero video. Written in Rust. 65,364 stars. By ruvnet.",,,65364,https://github.com/ruvnet/RuView,,t,
476,2026-05-24 22:35:35.516864+00,github,project,agent_framework,Agents-Towards-Production — End-to-End Code-First Tutorials for Production AI Agents (20.4K Stars),,"End-to-end, code-first tutorials for building production-grade GenAI agents. From prototype to enterprise deployment. 20,419 stars by NirDiamant. Covers RAG, tool use, memory, evaluation, multi-agent orchestration.",,,20419,https://github.com/NirDiamant/agents-towards-production,,t,
477,2026-05-24 22:35:35.516864+00,github,tool,agent_tools,"SmallCode — AI Coding Agent Optimized for Small LLMs, 87% Benchmark with 4B Model (1.4K Stars)",,"AI coding agent optimized for small LLMs. Achieves 87% on coding benchmarks with a 4B-active parameter model. Written in JavaScript. 1,379 stars. Created May 18, 2026.",,,1444,https://github.com/Doorman11991/smallcode,,t,
478,2026-05-24 22:35:35.516864+00,twitter,tool,agent_tools,Academic-Research-Skills — Evidence-Based Research Skills for AI Coding Agents (20.6K Stars),,"Academic research skills for Claude Code and Codex: research → write → review → revise → finalize. 131 evidence-based skills across 17 domains. 20,553 stars. CC BY-SA licensed.",,,20553,https://github.com/Imbad0202/academic-research-skills,,t,
480,2026-05-24 23:07:52.689704+00,github,tool,agent_tools,Chrome DevTools MCP — Browser DevTools for Coding Agents (41.5K Stars),,"Chrome DevTools exposed as MCP server. Coding agents can debug, inspect DOM, monitor network, and control Chrome via structured tool calls. Built by the official ChromeDevTools team. Puppeteer-based. The bridge between browser debugging and agent workflows.",,,41520,https://github.com/ChromeDevTools/chrome-devtools-mcp,,t,
481,2026-05-24 23:07:52.689704+00,github,project,agent_framework,"Goose — Open-Source Extensible AI Agent in Rust, Installs Its Own Tools via MCP (45.8K Stars)",,"Open-source AI agent written in Rust. Goes beyond code suggestions — install, execute, edit, and test with any LLM. Extensible via MCP protocol. The agent can install its own tool extensions at runtime. Built by Block (Square).",,,45799,https://github.com/aaif-goose/goose,,t,
482,2026-05-24 23:07:52.689704+00,github,project,agent_framework,CowAgent — ChatGPT-on-WeChat Evolved Into Full Agent Harness (44.8K Stars),,"Started in 2022 as chatgpt-on-wechat, a simple WeChat bot wrapper. Three years and 45K stars later, it is a full agent harness: plans tasks, runs tools and skills, grows with memory and knowledge. Multi-model, multi-channel, MCP support. The migration from chatbot to agent platform nobody noticed.",,,44785,https://github.com/zhayujie/CowAgent,,t,
484,2026-05-25 00:07:59.307404+00,paper,paper,agent_security,"Google DeepMind ""AI Agent Traps"" — 86% Exploit Rate, Web Is the Attack Surface (Research Paper)",https://arxiv.org/abs/2504.xxxxx,"Systematic framework for agent vulnerabilities. Six trap categories: Content Injection, Semantic Manipulation, Cognitive State Poisoning, Behavioral Control, Systemic Failures, Human-in-the-Loop. Prompt injections in web content hijack agents at 86%. Sites detect AI visitors and serve weaponized pages. Memory poisoning: 80% success changing <0.1% data. Fake notifications trick agents at 93%. Multi-agent subversion: 58-90%. Core thesis: the web built for humans is the dominant attack surface.",Contrarian angle: the AI model isnt the vulnerability — the internet is. 86% exploit rate without touching the model. Memory poisoning at 80% by changing 0.1% of data. This reframes agent security from model hardening to environment sanitization.,Google DeepMind,,"",,t,
485,2026-05-25 00:08:00.452979+00,blog,insight,agent_security,Mistral AI PyPI v2.4.6 Compromised — Mini Shai-Hulud Supply Chain Attack on AI Ecosystem,https://techsnif.com/2026/05/12/mistral-ai-s-pypi-package-hit-by-supply-chain-attack,Microsoft investigating Mistral AI PyPI package v2.4.6 compromise as part of Mini Shai-Hulud supply chain campaign. Compromised Mistral AI and TanStack packages exposed GitHub/cloud/CI-CD credentials. Attack spread across npm and AI developer ecosystems. Axios npm hijacked with phantom dependency (cross-platform RAT). LiteLLM compromised extracting API keys and cloud credentials. Same campaign hit Trivy and Checkmarx KICS via GitHub Actions.,"AI developer tools are supply chain targets now. Mistral AI, TanStack, Axios, LiteLLM all hit in same campaign. If your agent installs packages, its attack surface includes every dependency. The gap between compromise and detection is measured in hours.",TechSnif,,"",,t,
489,2026-05-25 00:47:05.422175+00,twitter,tool,agent_infrastructure,"x402 Protocol — HTTP 402 Micropayments for AI Agents Finally Implemented After 29 Years (5.4K Stars, Linux Foundation)",https://github.com/coinbase/x402,"Coinbase built x402, implementing the HTTP 402 status code that was reserved since 1997. AI Agents can now pay for API access with USDC via HTTP headers. $0.001 transaction cost, 1-3 second settlement. Joined Linux Foundation with 22+ backers (Google, Visa, Stripe, AWS, Microsoft). 5400+ GitHub stars, 100M+ cumulative transactions.","HTTP 402 waited 29 years. Reality check: $28K daily volume, only 372 sellers, 92% volume decline from peak. Contrarian angle: the protocol is elegant but the AI Agent economy isn't at scale yet. Infrastructure ahead of demand.",coinbase,5400,,,t,"x402,HTTP-402,micropayments,USDC,ai-agents,coinbase,linux-foundation"
490,2026-05-25 00:47:38.589146+00,twitter,insight,agent_security,"Axios npm Compromise — Shai-Hulud Worm Hijacks Maintainer Account, Plants Cross-Platform RAT via Phantom Dependency",https://unit42.paloaltonetworks.com/monitoring-npm-supply-chain-attacks/,"On March 31 2026, the Axios npm package (billions of weekly downloads) was compromised via maintainer account takeover. Attackers added phantom dependency plain-crypto-js@4.2.1 with a postinstall script that dropped a cross-platform RAT (macOS, Windows, Linux). The malicious version lived for ~3 hours before npm takedown. Credential harvesting targeted npm tokens and GitHub PATs for self-propagation.",Maintainer account takeover (not code vulnerability). Phantom dependency invisible in axios source. Self-replicating via stolen npm publish tokens. 3-hour window = millions of installs affected. Same Shai-Hulud worm pattern as Mistral PyPI attack.,rst_cloud,,,,t,"supply-chain,npm,axios,shai-hulud,RAT,credential-harvesting"
491,2026-05-25 00:47:38.770845+00,twitter,insight,agent_security,CursorJack — CVE-2025-54133 (CVSS 9.6): Cursor IDE MCP Deeplinks Weaponized for Reverse Shell Installation,https://www.proofpoint.com/us/blog/threat-insight/cursorjack-weaponizing-deeplinks-exploit-cursor-ide,Proofpoint discovered that Cursor IDE's cursor:// deeplink protocol can be weaponized to install malicious MCP servers and execute arbitrary commands. CVE-2025-54133 (CVSS 9.6) and CVE-2025-54136 (CVSS 8.8). A single click + accept prompt = Meterpreter reverse shell. The malicious MCP config persists across IDE restarts. No visible distinction between legitimate and malicious deeplinks in the UI.,First documented MCP deeplink weaponization against a coding IDE. Persists after restart. Phishing email → malicious landing page → MCP deeplink → reverse shell. Obfuscation via encoded commands invisible in approval dialog. 43% of tested MCP servers vulnerable to command injection.,rst_cloud,,,,t,"CVE,cursor,MCP,deeplink,RCE,reverse-shell,credential-harvesting,proofpoint"
492,2026-05-25 00:47:38.941923+00,twitter,paper,agent_security,MIT CSAIL Live Demo: Prompt Injection Attack Against Anthropic Opus 4.6 — Agent Security Still Unsolved,https://twitter.com/anishathalye/status/2056395987133018263,"Anish Athalye demonstrated a successful prompt injection attack against Anthropic's Opus 4.6 model during a guest lecture at MIT CSAIL. The attack was demonstrated live in front of an audience. 4019 views, 52 likes, 37 bookmarks. Athalye stated ""Agent security is still an unsolved problem!""","Live academic demo against latest Anthropic model at MIT CSAIL. High engagement (52 likes, 37 bookmarks). Confirms that even frontier models remain vulnerable to prompt injection. Contrarian angle: every model update claims better safety, injection still works.",anishathalye,,,,t,"prompt-injection,MIT,CSAIL,anthropic,opus,agent-security,research"
494,2026-05-25 01:06:49.49639+00,twitter,tool,agent_infrastructure,cmux — Ghostty-Based Terminal Built for AI Coding Agents (19K Stars),https://github.com/manaflow-ai/cmux,"Terminal multiplexer built specifically for AI coding agents. Vertical tabs, agent notifications, split panes, built-in browser. Based on Ghostty. Has a Windows port (wmux) and Linux port already. 19K stars.",Terminal that treats AI agents as first-class citizens rather than retrofitting agent support into existing terminals. The agent notification system alone — knowing when your agent finishes a task without checking — solves a real workflow pain. Growing ecosystem of ports suggests genuine developer demand.,,19022,https://github.com/manaflow-ai/cmux,,t,
