id,title,description,category,github_url,github_stars,is_indexed,added_at
214,"ClawMoat — Open-Source Agent Firewall with 40/40 Benchmark, 100% Detection","Agent firewall that prevents AI agents from leaking data, using dangerous tools, and importing poisoned dependencies. Zero dependencies. Official OpenClaw sanitizer plugin. 40/40 benchmark: 100% detection, 0% false positives across prompt injection, secret exfiltration, dangerous commands, and supply chain attacks. npm package.",agent_security,https://github.com/darfaz/clawmoat,40,t,2026-05-22 15:10:21.734973+00
211,9arm-skills — 1.3K Star Claude Code Skills Collection,"Personal Claude Code skills collection organized into engineering, productivity, misc, personal, and deprecated buckets. Skills: debug-mantra (four-mantra debugging), post-mortem (engineering records), scrutinize (code review), management-talk (rewrite for leadership). Clean symlink install.",agent_infrastructure,https://github.com/thananon/9arm-skills,1332,t,2026-05-22 14:52:59.562228+00
209,Boris Prompts — Claude Code Skill Using Boris's Prompt Methodology,"Agent skill that writes high-quality prompts using Boris (Claude Code creator) methodology from Pro Tips & Tricks talk. Five principles: short beats long, examples beat descriptions, negative constraints beat positive, structure beats stream-of-consciousness, context beats cleverness. Works with Claude Code, Codex, Cursor, 50+ agents.",coding_agents,https://github.com/LingyiChen-AI/boris-prompts,102,t,2026-05-22 14:52:59.562228+00
210,Offensive Claude — 25-Skill Security Research Config for Claude Code,"Comprehensive Claude Code configuration for security researchers and red teamers. 25 specialized skills (recon, vuln analysis, exploit dev, reverse engineering, AD attacks, EDR bypass), 6 sub-agents, 46 vulnerability reference files. One-liner install.",agent_security,https://github.com/hypnguyen1209/offensive-claude,183,t,2026-05-22 14:52:59.562228+00
207,"Hallmark — Anti-AI-Slop Design Skill for Claude Code, Cursor, and Codex",Open-source design skill that prevents AI-generated UI from looking generic. Installs via npx skills add nutlope/hallmark. Gives coding agents design sensibility so UI output looks intentional instead of cookie-cutter.,agent_infrastructure,https://github.com/Nutlope/hallmark,1444,t,2026-05-22 13:06:39.504108+00
206,Modern Web Guidance — Chrome Official Agent Skills for 128 Web Platform APIs,"Google Chrome team published a curated agent skill covering 128 web platform APIs with 100+ expert-verified use cases. Works with Claude Code, Gemini CLI, Copilot CLI, Goose, and Vercel. Offline, no API key. First browser-vendor agent skill pack. 612 stars.",agent_infrastructure,https://github.com/GoogleChrome/modern-web-guidance,612,t,2026-05-22 12:09:39.520164+00
205,book-to-skill — Turn Any Technical Book PDF into a Claude Code Skill,"Python tool that parses technical book PDFs and generates SKILL.md files for Claude Code. Study, reference, and use book knowledge while you work. 1,129 stars in 3 weeks. Offline, no API key. Unique PDF-to-agent-skill pipeline.",coding_agents,https://github.com/virgiliojr94/book-to-skill,1129,t,2026-05-22 12:09:38.448611+00
204,codex-shim — BYOK Local Responses-API Shim for Codex Desktop,Local Responses-API shim that exposes Factory BYOK models and optional ChatGPT GPT-5.5 passthrough to Codex Desktop. Python.,agent_infrastructure,https://github.com/0xSero/codex-shim,118,t,2026-05-22 11:06:10.324729+00
203,Lucarne — Zero-Intrusion Mobile Remote Control for AI Coding Agents,"Rust-based tool for mobile control over Codex, Claude Code, Pi, and Gemini sessions via Telegram/WeChat. Zero hooks, no skills, no MCP. Just sync, approve, resume from anywhere. v0.3.0 with Homebrew support.",agent_infrastructure,https://github.com/tuchg/Lucarne,102,t,2026-05-22 11:05:47.419165+00
202,cc-connect — Bridge Local AI Coding Agents to Messaging Platforms,"Go-based bridge that lets you control Claude Code, Codex, Cursor Agent, Gemini CLI from Slack, Telegram, Discord, LINE, Feishu, WeChat Work. No public IP needed. WebSocket + long-polling. 10K+ stars.",agent_infrastructure,https://github.com/chenhg5/cc-connect,10127,t,2026-05-22 10:06:57.913679+00
201,"Kimi Code CLI — MoonshotAI Terminal Coding Agent with Subagents, Video Input, and MCP","MoonshotAI (valued at 0B+, B funded) open-sourced their coding agent. Single-binary install, subagents for parallel work (coder/explore/plan), video input for screen recordings, AI-native MCP config, lifecycle hooks for gating risky tool calls. Purpose-built for Kimi models but configurable for others. MIT licensed, TypeScript.",coding_agents,https://github.com/MoonshotAI/kimi-code,154,t,2026-05-22 09:41:28.08899+00
200,Directional Prompting — Two-Layer Prompt Skill for Claude Code and Codex CLI,Outcome-first plus directional language. A two-layer prompt engineering skill that works identically in Claude Code and Codex CLI via SKILL.md. Layer 1: name the destination. Layer 2: positive verbs for the path.,agent_infrastructure,https://github.com/kingbootoshi/directional-prompting,73,t,2026-05-22 09:07:02.145343+00
199,Juice — Negative-Constraint Memory Layer for AI Agents,"MCP server that stores ONLY avoidance constraints — what agents should NOT do. Rejects positive preferences. Scopes to global/project/repo/agent. Works with Claude Code, OpenCode, Cursor, Codex. SQLite-backed, TypeScript.",agent_infrastructure,https://github.com/alvinunreal/juice,29,t,2026-05-22 09:07:01.072568+00
196,TencentDB-Agent-Memory — Tencent 4-Tier Progressive Memory Pipeline for AI Agents,"Tencent open-sourced a layered long-term memory engine for AI agents. 4-tier progressive pipeline: L0 raw conversations → L1 atomic facts → L2 structured summaries → L3 user profiles. 61.38% token reduction, +51% pass rate on WideSearch benchmarks. Uses Mermaid diagrams as context compression when sessions hit 300K+ tokens. Zero external dependencies, fully local, MIT license.",agent_infrastructure,https://github.com/Tencent/TencentDB-Agent-Memory,3788,t,2026-05-22 07:44:24.313842+00
198,Raptor — Claude Code as Offensive/Defensive Security Agent,"Turns Claude Code into a general-purpose AI security agent. Uses CLAUDE.md to create rules, sub-agents, and skills that orchestrate security tool usage for adversarial thinking, research, and attack/defense operations.",agent_security,https://github.com/gadievron/raptor,2735,t,2026-05-22 07:44:24.313842+00
197,Claude Code System Prompts — Full Teardown of Anthropic Agent Instructions,"Complete collection of Claude Code system prompts including 27 builtin tool descriptions, sub-agent prompts (Plan/Explore/Task), utility prompts (CLAUDE.md, compact, statusline, WebFetch, Bash cmd, security review, agent creation). Updated for each Claude Code version.",agent_infrastructure,https://github.com/Piebald-AI/claude-code-system-prompts,10404,t,2026-05-22 07:44:24.313842+00
194,"Picoclaw — Tiny Fast OpenClaw-Compatible Agent, Written in Go, 29K Stars","Lightweight OpenClaw-compatible agent written in Go. Tiny, fast, deployable anywhere. 29K stars. Single binary. Being mentioned alongside Crush as the Go alternative to TypeScript-based agents. From Sipeed (hardware company).",agent_infrastructure,https://github.com/sipeed/picoclaw,29132,t,2026-05-22 07:08:34.254557+00
193,"Matt Pocock Skills — 99K Stars, Claude Skills Straight From .claude Directory","Skills for real engineers pulled directly from Matt Pocock's .claude directory. 99K stars, 8.2K this week alone. The most starred new repo of 2026 is not a framework or model — it is one person's AI coding skills.",agent_infrastructure,https://github.com/mattpocock/skills,99674,t,2026-05-22 07:08:34.252018+00
192,"Crush — Glamourous Agentic Coding, by Charm (Bubble Tea Team), Written in Go","Coding agent from the Charm team (Bubble Tea, Lip Gloss, VHS). Written in Go. Terminal-native with beautiful TUI. Single binary, no Node.js dependency. 24K+ stars. Trending alongside picoclaw as part of Go/Rust counter-movement against TypeScript agent dominance.",coding_agents,https://github.com/charmbracelet/crush,24523,t,2026-05-22 07:08:34.248445+00
191,"OpenHuman — Personal AI Super Intelligence, Desktop App, 118+ Integrations, Memory Graph","Consumer-grade personal AI agent with desktop app. 118+ integrations (Gmail, Slack, Notion, GitHub). Builds personal memory graph. Desktop mascot. Privacy-first, runs locally. Written in Rust. #1 GitHub Trending, #1 Product Hunt. 25K+ stars gaining 2-4K/day.",coding_agents,https://github.com/tinyhumansai/openhuman,25216,t,2026-05-22 07:08:09.344438+00
187,"Pantheon Medusa — AI-First Security Scanner with 9,600+ Rules","AI-first security scanner with 76 analyzers and 9,600+ detection rules. Detects prompt injection, MCP tool poisoning, repo poisoning, AI editor config attacks. Covers 200+ CVEs.",agent_security,https://github.com/Pantheon-Security/medusa,568,t,2026-05-22 06:38:19.834175+00
185,"Snyk Agent-Scan — Security Scanner for AI Agents, MCP Servers and Skills","Official Snyk security scanner for AI agents and MCP servers. Scans agent configurations, tool permissions, and skill definitions for vulnerabilities. Python CLI.",agent_security,https://github.com/snyk/agent-scan,2459,t,2026-05-22 06:38:19.834175+00
186,Cisco MCP Scanner — Threat Scanner for MCP Servers,"Cisco AI Defense scanner for MCP servers. 3 parallel engines: YARA rules, LLM-as-judge, and Cisco inspect API. Catches malicious tools, poisoned prompts, and behavioral anomalies.",agent_security,https://github.com/cisco-ai-defense/mcp-scanner,937,t,2026-05-22 06:38:19.834175+00
190,"CyberStrike — AI Offensive Security Agent with 7,300+ Skills","AI-powered offensive security agent with 7,300+ actionable skills. MITRE ATT&CK 2,000+ tests, CIS Benchmarks 1,500+ controls, OWASP, NIST. Lazy-loading, zero context pollution.",agent_security,https://github.com/CyberStrikeus/CyberStrike,282,t,2026-05-22 06:38:19.834175+00
189,Dark Moon — Autonomous AI Pentesting Engine,"Autonomous AI pentesting engine performing continuous offensive security across web, cloud, AD and Kubernetes. Agentic reasoning, real exploit execution, attack path analysis.",agent_security,https://github.com/ASCIT31/Dark-Moon,326,t,2026-05-22 06:38:19.834175+00
181,AI Kill Chain — Defender-Side Extension of Lockheed Martin Cyber Kill Chain for LLM/Agent Threats,"Extends the classic kill chain with a model supply chain stage and splits actions-on-objectives into exfiltration, model extraction, and agentic pivot stages. 37 stars but 33 forks — practitioners are actually using it.",agent_security,https://github.com/gouravnagar-infosec/ai-kill-chain,37,t,2026-05-22 06:08:24.296161+00
182,"CloakBrowser — Stealth Chromium for AI Agents, 30/30 Bot Detection Tests Passed","Stealth Chromium browser purpose-built for AI agent automation. Source-level fingerprint patches. 18K+ stars. Drop-in Playwright replacement that passes Cloudflare, reCAPTCHA, and every major bot detection test.",agent_infrastructure,https://github.com/CloakHQ/CloakBrowser,18365,t,2026-05-22 06:08:24.296161+00
180,rmux — Universal Rust Multiplexer for Driving CLI/TUI Apps from Code,"Universal Rust multiplexer with typed SDK. Drive any CLI or TUI app from code. Native on Linux, macOS, Windows. Built with tokio and ratatui. 572 stars in 7 days.",agent_infrastructure,https://github.com/Helvesec/rmux,572,t,2026-05-22 05:06:15.504565+00
178,ProgramBench — Can LLMs Rebuild Programs From Scratch?,"From the SWE-Bench team (Princeton/Meta/Stanford). Gives models a compiled binary + docs, asks them to rebuild from scratch. 9 frontier models tested, zero fully resolved. Leading model passed 95%% tests on only 3%% of tasks. 200 tasks total.",agent_infrastructure,https://github.com/facebookresearch/ProgramBench,636,t,2026-05-22 04:40:53.664818+00
174,"Drift — Codebase Intelligence for AI, Detects Patterns and Conventions Across Sessions","MCP server that detects codebase patterns and conventions, remembers decisions across sessions. Works in any IDE. Offline CLI.",agent_infrastructure,https://github.com/dadbodgeoff/drift,781,t,2026-05-22 04:05:59.61762+00
173,"MCPJam Inspector — Debug, Inspect, and Evaluate MCP Servers","Development platform for MCP server debugging, chatting, inspection, and evaluation. Works with MCP apps and ChatGPT apps.",agent_infrastructure,https://github.com/MCPJam/inspector,1958,t,2026-05-22 04:05:59.61762+00
172,DeepSeek-Reasonix — DeepSeek-Native Coding Agent with Prefix-Cache Stability,AI coding agent built specifically for DeepSeek models. Prefix-cache stability means it runs continuously without losing context. Not a generic wrapper.,coding_agents,https://github.com/esengine/DeepSeek-Reasonix,5236,t,2026-05-22 04:05:59.61762+00
171,"Kreuzberg — Polyglot Document Intelligence Framework, 97+ Formats, Rust Core, MCP Server","Rust-powered document extraction for PDFs, Office, images, 97+ formats. Bindings for 11+ languages. CLI, REST API, and MCP server. v4.0 just released.",agent_infrastructure,https://github.com/kreuzberg-dev/kreuzberg,8356,t,2026-05-22 04:05:59.61762+00
176,Helmor — Local Workbench for Multi-Agent Dev with Voice Copilot,Open-source local workbench for multi-agent dev. Uses gpt-realtime-2 for voice-controlled agent orchestration. All UI actions have CLI equivalents.,coding_agents,https://github.com/dohooo/helmor,1105,t,2026-05-22 04:05:59.61762+00
175,"Claude Code Plugins + Skills — 425 Plugins, 2,810 Skills, 200 Agents, CLI Package Manager","Open-source marketplace for Claude Code extensions. Includes ccpi CLI package manager. Largest collection of Claude Code plugins, skills, and agent configs.",agent_infrastructure,https://github.com/jeremylongshore/claude-code-plugins-plus-skills,2230,t,2026-05-22 04:05:59.61762+00
170,Trust No Tool — Cognitive Poisoning Attack on LLM Agent Tool Trust,"Paper identifies cognitive poisoning: malicious tools behave normally during exploration, build trust through benign interactions, then strike when hidden state conditions trigger the final action. Introduces TRUST-Bench with 1,970 hidden-trigger tool-compromise episodes. Traditional prompt-injection defenses are blind to this attack vector.",agent_security,,,t,2026-05-22 03:09:01.660806+00
169,"Wirken — Encrypted Credential Vault + Audit Log for AI Agents, Single Rust Binary","Open-source switchboard for AI agents. Per-channel isolation, encrypted credential vault, per-session hash-chained audit log. Ships as a single static Rust binary. By gebruder. 149 stars.",agent_security,https://github.com/gebruder/wirken,149,t,2026-05-22 02:43:34.375692+00
168,"Semble — Fast Code Search for AI Agents, 98% Fewer Tokens Than grep+read","Open-source semantic code search library for AI coding agents. Runs on CPU only. Provides MCP server, CLI, and Python API. Works with Claude Code, Cursor, Codex, OpenCode. Replaces grep+read loops with targeted semantic search, cutting token usage by ~98%. By MinishLab. 3.5K+ stars.",agent_infrastructure,https://github.com/MinishLab/semble,3574,t,2026-05-22 02:43:19.187623+00
167,AI Security Arsenal — Agent-Compatible Skills for Security Researchers,"Collection of skills, agents, commands, and workflows for security researchers. Compatible with Claude Code, Claude Desktop, OpenCode, and other AI coding tools. Covers appsec, cloud security, containers, LLM attacks, and threat modeling.",agent_security,https://github.com/hardw00t/ai-security-arsenal,73,t,2026-05-22 02:05:19.989946+00
166,Firefox DevTools MCP — Mozilla official MCP server for AI agents to inspect and control Firefox,"Model Context Protocol server for Firefox DevTools. Enables AI assistants to inspect and control Firefox browser through the Remote Debugging Protocol. TypeScript, MIT license.",agent_infrastructure,https://github.com/mozilla/firefox-devtools-mcp,170,t,2026-05-22 02:05:18.893589+00
165,Forge — Rust Workflow Engine for Structured AI Coding Agent Task Lifecycles,AI coding agent workflow engine built in Rust. Manages structured task lifecycles for coding agents with MCP support. Self-hosted.,agent_infrastructure,https://github.com/ForgeAILab/forge,39,t,2026-05-22 01:36:30.252421+00
164,OpenTeam — Chrome Extension for Orchestrating Local AI Agent Team Workflows,A Chrome extension that orchestrates local AI-agent team workflows across web AI services. Lets you manage multiple agents from different providers in one browser interface.,agent_infrastructure,https://github.com/afumu/openteam,54,t,2026-05-22 01:36:18.977156+00
163,AI Kill Chain — Defender-Side Extension of Lockheed Martin Kill Chain for LLM/Agentic Threats,"Extends the classic Lockheed Martin Cyber Kill Chain for LLM and agentic AI threats. Adds a model supply chain stage and splits actions-on-objectives into exfiltration, model extraction, and agentic pivot.",agent_security,https://github.com/gouravnagar-infosec/ai-kill-chain,37,t,2026-05-22 01:36:04.252346+00
161,"Varlock — AI-Safe .env Files: Agents See Schema, Never Secrets (3.5K Stars)","Schema-based config where agents read .env.schema (types, validation rules) but never touch actual secrets. Proactive leak scanning via git hooks, runtime log redaction. Plugins for 1Password, Vault, AWS, Azure.",agent_security,,3481,t,2026-05-22 00:38:08.15486+00
160,Centaur — Self-Hosted Secure Agent Platform by Paradigm,"Slack-native shared AI agents for teams. Each conversation runs in an isolated K8s sandbox. Credential boundaries so agents use services without raw API keys. Durable workflows. Bring-your-own-harness (Claude Code, Codex, Amp).",agent_infrastructure,https://github.com/paradigmxyz/centaur,398,t,2026-05-22 00:38:08.15486+00
157,Needle-rs — 258KB WASM Runtime for 26M-Parameter Tool-Calling Transformer,"Tiny on-device AI that can actually call tools. 258KB WASM binary running a 26M-parameter int4-quantized transformer with function calling baked in. Runs in browser, Cloudflare Workers, and Node.js. No backend, no API key, no cloud dependency. Written in Rust, compiles to no-std WASM.",agent_infrastructure,,28,t,2026-05-22 00:05:07.136904+00
158,Budget-Aware MCP — Model-Agnostic Code Memory MCP Server with Graph Retrieval,"Code memory MCP server that uses budget-aware graph retrieval for AI agents. Sub-millisecond queries, token budgeting so your agent does not blow through context window on large codebases. Deterministic results. Built on CodeGraphContext.",agent_infrastructure,,19,t,2026-05-22 00:05:07.136904+00
159,MCP-Man — Postman for MCP Servers,"Developer tool for MCP server testing and inspection. Browse 150+ servers, test tools live, inspect schemas. TypeScript. The first proper devtool for MCP.",agent_infrastructure,,11,t,2026-05-22 00:05:07.136904+00
156,Agent Sandbox Taxonomy — Scoring Framework for Evaluating Agent Sandboxes,"Open taxonomy and scoring framework for evaluating AI agent sandboxes. 7 defense layers, 7 threat categories. Go.",agent_security,,74,t,2026-05-21 23:39:55.98873+00
155,Casdoor — Agent-First Identity and Access Management with MCP Gateway,"Agent-first IAM/LLM MCP gateway and auth server. OAuth, OIDC, SAML, LDAP, WebAuthn, MFA, SCIM support. OpenClaw and MCP compatible. Go. 13.6K stars.",agent_security,,13647,t,2026-05-21 23:39:55.985842+00
154,bb-browser — Your Browser is the API. CLI + MCP Server for Agent Browser Control,"Browser becomes the API for AI agents. Chrome extension + CLI + MCP server lets agents control your actual logged-in browser. 36 platforms, 103 commands pre-built. Works with Claude Code, Cursor, OpenClaw. TypeScript.",agent_security,,5379,t,2026-05-21 23:39:55.983337+00
153,Google Stitch Skills — Agent Skills Standard Library by Google Labs,"Library of Agent Skills following the Agent Skills open standard. Designed for Stitch MCP server. Compatible with Claude Code, Gemini CLI, Antigravity, and more. 5612 stars, TypeScript.",agent_infrastructure,,5612,t,2026-05-21 23:39:55.980702+00
152,GBrain — Garry Tan's OpenClaw Agent Brain with Fat Skills Architecture,"Garry Tan (YC CEO) built his personal AI agent brain on OpenClaw/Hermes Agent. 100K pages of structured knowledge, 4383 people, 723 companies. Key innovation: Fat Skills, Fat Code, Thin Harness — intelligence lives in skills, runner is lightweight router. Recursive Skillify meta-skill. TypeScript, MIT license.",agent_infrastructure,,18007,t,2026-05-21 23:39:55.976654+00
151,"MCP Gateway Registry — Enterprise MCP Gateway with OAuth, Keycloak, Entra ID (658★)","Enterprise-ready MCP Gateway and Registry that centralizes AI development tools with secure OAuth authentication, dynamic tool discovery, and unified access for autonomous AI agents and coding assistants. Keycloak and Entra ID integration. Fine-grained access control.",mcp_infra,,658,t,2026-05-21 23:04:31.673388+00
150,claudit-sec — Single-Command Security Audit for Claude Desktop and Claude Code (250★),"Security audit tool for Claude Desktop and Claude Code on macOS. Single-command visibility into MCP servers, extensions, plugins, connectors, scheduled tasks, and permissions. Shell script, zero dependencies.",agent_security,,250,t,2026-05-21 23:04:30.574498+00
149,Nx Console Supply Chain Attack — Troj anized VS Code Extension Stole GitHub Credentials (11K+ Views),"TeamPCP trojanized the Nx Console VS Code extension (v18.95.0) with credential-stealing malware. Used stolen credentials to access ~3,800 internal GitHub repos. 6K+ users downloaded the malicious version. Same MO as npm worm attacks. Patrick Wardle uploaded samples to Objective-See malware collection.",agent_security,,,t,2026-05-21 23:04:29.4964+00
148,Anthropic Cybersecurity Skills — 754 Structured Security Skills for AI Agents (6.5K★),"754 structured cybersecurity skills for AI agents mapped to 5 frameworks: MITRE ATT&CK, NIST CSF 2.0, MITRE ATLAS, D3FEND and NIST AI RMF. Works with Claude Code, GitHub Copilot, Codex CLI, Cursor, Gemini CLI and 20+ platforms. 26 security domains. Apache 2.0.",agent_security,,6740,t,2026-05-21 23:04:28.420066+00
145,"Archestra — Enterprise AI Platform with Guardrails, MCP Registry & Gateway (3.7K★)","Enterprise AI platform with guardrails, MCP registry, gateway and orchestrator. TypeScript, AGPL-3.0. 3722 stars, 845 forks. Supports A2A, MCP client/server/host, K8s, and multiple LLM providers.",agent_infrastructure,,3722,t,2026-05-21 22:34:17.959736+00
143,"NVIDIA OpenShell — Safe Runtime for Autonomous AI Agents (6.1K★, Rust)","OpenShell is NVIDIA's safe, private runtime for autonomous AI agents, written in Rust. v0.0.43 just dropped with DNS removed from sandboxes to block data exfiltration, OIDC auth, mTLS decoupled, and bidirectional TTY streaming. Red Hat collaborating. 6150 stars, Apache-2.0.",agent_security,,6150,t,2026-05-21 22:34:17.959736+00
147,Docker Agent — AI Agent Builder and Runtime by Docker Engineering (2.9K★),"AI Agent Builder and Runtime by Docker Engineering. Go, Apache-2.0. 2926 stars, 362 forks. Official Docker project for building and running AI agents.",agent_infrastructure,,2926,t,2026-05-21 22:34:17.959736+00
146,Kubernetes-sigs Agent Sandbox — K8s-native Isolated Agent Runtimes (2.3K★),"Official Kubernetes SIG project for managing isolated, stateful, singleton workloads for AI agent runtimes. Go, Apache-2.0. 2296 stars. K8s-native isolation for agents.",agent_infrastructure,,2296,t,2026-05-21 22:34:17.959736+00
144,"Claw Chain — 4 Chainable CVEs in OpenClaw (CVSS 9.6 Sandbox Escape, 65K-180K Deployments)",Cyera Research disclosed Claw Chain: 4 chainable vulnerabilities in OpenClaw (CVE-2026-44112 to -44118). Chain: sandbox write escape via symlink race (CVSS 9.6) → TOCTOU read escape to exfil credentials → owner-level privilege escalation → persistence via config tampering. Affects 65K-180K agent deployments. Patched in v2026.4.22.,agent_security,,,t,2026-05-21 22:34:17.959736+00
139,Google Agent Substrate — 30x Agent Multiplexing on Kubernetes,"Google open-sourced Agent Substrate: maps many stateful agents onto fewer K8s pods using idle-time multiplexing. Sub-second suspend/resume, persistent RAM+filesystem state across hibernation. 128 stars in 8 days. Framework-agnostic, runs on any K8s cluster. Demo shows 250 agent sessions across 8 physical pods. Built on top of agent-sandbox (2,296 stars). Went GA on GKE May 21.",agent_infrastructure,,128,t,2026-05-21 22:04:30.725183+00
142,Tank Agent OS — Fedora bootc for Sandboxed AI Coding Agents,"Fedora bootc image running AI coding agents (opencode/claw-code) as rootless Podman appliances. Egress proxy with audit logging, nftables isolation, prompt-injection-resistant instructions. Whole-stack containment — OS-enforced, not agent-cooperative.",agent_security,,2,t,2026-05-21 22:04:30.725183+00
141,AI Coding Agents Incidents — Structured Corpus of Real Security Failures,"Living dataset of security incidents caused/amplified by AI coding agents (Claude Code, Cursor, Codex). CSV + JSON with pre-commit sync. Useful for understanding attack patterns and building test cases.",agent_security,,5,t,2026-05-21 22:04:30.725183+00
140,AI-buster — Reconnaissance Scanner for AI Agent Surface,"Scopes base URLs, probes for A2A Agent Cards, MCP JSON-RPC, OpenAPI/Swagger, 23+ AI/ML services. Classifies by capability category (SQL, exec, file, network, secrets, orchestration). Docker-based with Material-3 web UI. Offensive security: find exposed agent surfaces before attackers.",agent_security,,5,t,2026-05-21 22:04:30.725183+00
137,GoClaw — OpenClaw in Go with Multi-Tenant Isolation and 5-Layer Security,"Go rewrite of OpenClaw with multi-tenant isolation, 5-layer security model, and production-grade agent execution. Built for teams running multiple agents with different trust levels.",agent_infrastructure,,3145,t,2026-05-21 21:37:20.091752+00
136,Preflight — SMT Solver Agent Guardrails (No LLM in Runtime Path),Automated reasoning guardrails for OpenClaw agents. Compiles your agent policy to SMT-LIB and uses a solver. SAT or UNSAT in under a second. No LLM in the enforcement path — just formal verification.,agent_security,,1,t,2026-05-21 21:37:19.013846+00
135,RAMPART — pytest-native security testing for agentic AI applications,Microsoft open-sourced a pytest-native framework for testing AI agent safety and security. Write security tests as pytest cases. Includes Clarity for design-phase verification of agent behavior specs.,agent_security,,99,t,2026-05-21 21:37:17.93998+00
134,MCP Server Security Audit — 17 Popular Servers Average 34/100,"An audit of 17 popular MCP servers found an average security score of 34/100. Every server lacked permission declarations entirely. Architecture-level problem, not implementation bugs.",agent_security,,,t,2026-05-21 21:04:24.148804+00
133,Bromure — Proper Sandboxing for Agentic Coding and Web Browsing,Swift-based VM-level sandbox for agentic coding and web browsing. Proper containment for agents that need to touch your filesystem and browser.,agent_security,,260,t,2026-05-21 21:03:46.980385+00
132,Kontext CLI — Runtime Security for Tool-Using AI Agents,"Open-source runtime security layer for AI agents that use tools. Permissions, credential management, policy enforcement, audit trails. Go, MIT.",agent_security,,199,t,2026-05-21 21:03:45.907818+00
131,ThinkWatch — Enterprise AI Bastion Host for Secure API and MCP Access,"Rust-based enterprise bastion host for securing AI API and MCP access. Unified proxying, RBAC, audit logs, rate limiting, cost tracking across OpenAI, Anthropic, Gemini, self-hosted LLMs.",agent_security,,966,t,2026-05-21 21:03:44.833629+00
128,Greywall — Container-Free Kernel-Enforced Sandbox for AI Coding Agents,"Container-free, deny-by-default sandbox for AI coding agents. Kernel-enforced filesystem, network, and syscall isolation. v0.3.6 adds per-session filesystem grants (--allow-path/--allow-read-path), --watch observability mode. Linux (landlock+seccomp) + macOS. 3 releases in 48h.",agent_security,,190,t,2026-05-21 20:37:21.417866+00
126,"IBM MCP Context Forge — AI Gateway for MCP, A2A, and REST","AI Gateway, registry, and proxy that sits in front of any MCP, A2A, or REST/gRPC APIs. Unified endpoint with centralized discovery, guardrails, and management.",agent_infrastructure,https://github.com/IBM/mcp-context-forge,3760,t,2026-05-21 20:37:21.417866+00
130,Sandboxed.sh — Runtime for Autonomous On-Chain AI Agents,"Safe runtime for autonomous on-chain AI agents: isolated sandboxes, Library skills, encrypted secrets, OKX read-only security checks. Rust.",agent_security,,432,t,2026-05-21 20:37:21.417866+00
129,Hazmat — macOS Containment for AI Agents with TLA+ Verification,"macOS containment for AI agents: user isolation, kernel sandbox, pf firewall, DNS blocklist, backup/rollback. TLA+ verified.",agent_security,,114,t,2026-05-21 20:37:21.417866+00
127,Infisical Agent Vault — HTTP Credential Proxy for AI Agents,"HTTP credential proxy and vault for AI agents like Claude Code, OpenClaw, Hermes. Go. Proxies credentials without exposing them to the model.",agent_security,,1263,t,2026-05-21 20:37:21.417866+00
125,OneCLI — Open-Source Credential Vault for AI Agents,Open-source credential vault that gives AI agents access to services without exposing keys. TypeScript + Rust. Apache-2.0.,agent_security,,2228,t,2026-05-21 20:37:21.417866+00
122,Code-on-Incus — Isolated VMs per AI Agent with Active Defense,"Gives each AI agent its own isolated machine with root, Docker, and systemd. Active defense detects and stops threats automatically. Built on Incus (LXC). Python-based.",agent_security,,521,t,2026-05-21 20:03:35.520301+00
124,Comment and Control — Credential Theft via Prompt Injection in Coding Agents,"Research by Aonan Guan. Hidden instructions in code comments (GitHub issues, READMEs, docs) cause coding agents to exfiltrate credentials. Affects Claude Code, Gemini CLI, GitHub Copilot. Agent reads malicious comment → executes attacker-controlled code → credentials leaked.",agent_security,,0,t,2026-05-21 20:03:35.520301+00
123,GenAI App Security Checklist — 258 Checks + One-Command Scan,"Open-source checklist with 258 security checks for AI apps. Covers prompt injection, MCP tool poisoning, agent memory attacks, RAG isolation, and 250+ more. One-command codebase scan. Works with Claude, Gemini, and OpenAI CLIs.",agent_security,,0,t,2026-05-21 20:03:35.520301+00
121,IronCurtain — Secure Runtime with Plain-English Agent Constitutions,Secure runtime for autonomous AI agents. Defines security policy from plain-English constitutions instead of code. TypeScript-based. Enforces boundaries at the runtime layer — agents cant self-modify past their constitution.,agent_security,,449,t,2026-05-21 20:03:35.520301+00
120,Claude Code SOCKS5 Null-Byte Sandbox Bypass — 130 Versions Vulnerable,"SOCKS5 hostname null-byte injection in Claude Code network sandbox. JavaScript endsWith() approved connections that libc resolved differently due to null byte. Affected v2.0.24 through v2.1.89 (Oct 2025 – Apr 2026). Silent patch in v2.1.90, no CVE, no advisory. Attack chain: prompt injection in GitHub issue → malicious code in sandbox → null-byte bypass → exfiltrate AWS creds, GitHub tokens, env vars via raw SOCKS5.",agent_security,,0,t,2026-05-21 20:03:35.520301+00
119,Claude Code System Prompts — Complete Agent Internals Exposed (10.4K Stars),"All parts of Claude Code system prompt: 27 builtin tool descriptions, sub-agent prompts (Plan/Explore/Task), utility prompts (CLAUDE.md, compact, statusline, magic docs, WebFetch, Bash cmd, security review, agent creation). Updated for each Claude Code version. 1,839 forks.",agent_infra,,10437,t,2026-05-21 19:37:08.74033+00
