id,title,category,github_stars,url,github_url,description,added_at
236,InsForge — All-in-One Backend for Agentic Coding (10.5K Stars),agent_infrastructure,10490,https://x.com/hanghuang_/status/2057924639842607194,https://github.com/InsForge/InsForge,"Open-source backend platform that gives AI coding agents instant access to databases, auth, storage, edge functions, and an AI model gateway through a single MCP server or CLI. Agents build and ship full-stack apps without manual wiring. TypeScript, PostgreSQL+pgvector, NextJS, OAuth2.",2026-05-22 22:36:05.8716+00
237,AIO Sandbox — All-in-One Container for AI Agents (4.8K Stars),agent_security,4778,https://github.com/agent-infra/sandbox,https://github.com/agent-infra/sandbox,"Combines Browser, Shell, Filesystem, VSCode Server, Jupyter, and MCP in a single Docker container. 30-second start. Has evaluation framework and arxiv paper. Isolated agent execution with controlled file access and network limits.",2026-05-22 22:36:05.8716+00
240,nono — Capability-Based Agent Runtime with Zero-Trust Policies,agent_security,2452,https://github.com/always-further/nono,https://github.com/always-further/nono,"Rust runtime that enforces fine-grained capability policies directly in agent operating context. Zero setup, zero latency. Covers MCP security, prompt injection defense, supply chain verification with Sigstore.",2026-05-22 23:04:09.19855+00
241,PipeLock — AI Agent Firewall for MCP Security,agent_security,634,https://github.com/luckyPipewrench/pipelock,https://github.com/luckyPipewrench/pipelock,"Go-based firewall for MCP: agent egress control, DLP, SSRF protection, prompt injection defense. Runs as proxy between agents and external services.",2026-05-22 23:04:09.19855+00
242,NanoClaw — Lightweight OpenClaw Alternative in Containers (29K Stars),agent_infrastructure,29278,https://github.com/nanocoai/nanoclaw,https://github.com/nanocoai/nanoclaw,"Lightweight alternative to OpenClaw that runs in containers for security. Connects to WhatsApp, Telegram, Slack, Discord, Gmail. Has memory, scheduled jobs, runs on Anthropic Agents SDK. 29,278 stars, 12,855 forks.",2026-05-22 23:39:42.105195+00
243,Tracecat — Open-Source Security Automation for AI Agents (3.6K Stars),agent_security,3609,https://github.com/TracecatHQ/tracecat,https://github.com/TracecatHQ/tracecat,"Open-source security automation platform for teams and AI agents. Event-driven workflow engine on Temporal, FastAPI, Pydantic. Low-code SOAR alternative designed for AI agent integration.",2026-05-22 23:39:43.167868+00
244,NVIDIA OpenShell — Secure Runtime for Autonomous AI Agents (6.2K Stars),agent_security,6179,https://github.com/nvidia/openshell,https://github.com/nvidia/openshell,"NVIDIA open-source secure runtime for autonomous AI agents written in Rust. Announced by Jensen Huang at ServiceNow Knowledge 2026 keynote. Policy-governed execution with full audit logging for every file read, command, and API call.",2026-05-23 00:03:29.674033+00
246,Raptor — Claude Code as Offensive/Defensive Security Agent (2.7K Stars),agent_security,2735,https://github.com/gadievron/raptor,https://github.com/gadievron/raptor,"Turns Claude Code into a general-purpose AI security agent using claude.md rules, sub-agents, and skills. Orchestrates security tools for adversarial thinking, research, and attack/defense operations.",2026-05-23 00:04:47.898777+00
247,Amazon Bedrock Agentcore — Production Agent Infrastructure from AWS (2.9K Stars),agent_infrastructure,2856,https://github.com/awslabs/agentcore-samples,https://github.com/awslabs/agentcore-samples,"AWS Bedrock Agentcore accelerates AI agents into production with scale, reliability, and security. Official AWS samples for deploying agents at enterprise grade.",2026-05-23 00:05:00.488065+00
250,Agent Skills — Production-Grade Engineering Skills for AI Coding Agents (44.9K Stars),agent_infrastructure,44906,https://github.com/addyosmani/agent-skills,https://github.com/addyosmani/agent-skills,Production-grade engineering skills for AI coding agents by Addy Osmani. Turns agent behavior into reusable engineering assets.,2026-05-23 00:32:59.20372+00
251,AgentSeal — Security Toolkit to Scan for Dangerous Skills and MCP Configs (276 Stars),agent_security,276,https://github.com/getagentseal/agentseal,https://github.com/getagentseal/agentseal,"Security toolkit for AI agents. Scans your machine for dangerous skills and MCP configs, monitors for supply chain attacks, tests prompt injection resistance.",2026-05-23 00:33:54.734866+00
254,Grok AI Wallet Drained $170K via Morse Code Prompt Injection — No Keys Stolen,agent_security,,https://thebittimes.com/post/grok-ai-wallet-hacked-prompt-injection-170k-drb-tbt-98237.html,,"Attacker sent Bankr Club NFT to Grok wallet (permission escalation), then tweeted Morse-encoded transfer instruction. Grok decoded it, Bankr executed 3B DRB transfer. $170K drained without stealing a single private key. 2nd time Grok wallet exploited ($330K in March 2025). Bankr re-enabled Grok after first attack, recreating vulnerability. 80% returned after public pressure.",2026-05-23 01:13:29.67724+00
255,Gemini CLI TrustIssues — CVSS 10.0 Supply Chain via GitHub Issue (104.5K Stars),agent_security,104500,https://pillar.security/blog/my-agentic-trust-issues-from-prompt-injection-to-supply-chain-compromise-on-gemini-cli,https://github.com/google-gemini/gemini-cli,"Pillar Security found that a public GitHub issue with hidden instructions compromises Google Gemini CLI (104.5K stars). Gemini triage agent reads issue, prompt injection leaks workflow credentials, attacker pivots to write token and pushes to main. Same pattern in 8 other Google repos. Google patched in 2 days.",2026-05-23 01:13:29.67724+00
256,PraisonAI CVE-2026-44338 — Auth Bypass Exploited Within Hours,agent_security,,https://thehackernews.com/2026/05/praisonai-cve-2026-44338-auth-bypass.html,https://github.com/praisonai,Open-source multi-agent framework PraisonAI had auth bypass (CVE-2026-44338). Exploited within 4 hours of public disclosure. Agent frameworks with no default auth hardening are low-hanging fruit.,2026-05-23 01:13:29.67724+00
257,MemPalace — Best-Benchmarked Open-Source AI Memory (52.6K Stars),agent_infrastructure,52669,https://github.com/MemPalace/mempalace,https://github.com/MemPalace/mempalace,"Local-first AI memory with 96.6% R@5 on LongMemEval. Stores conversations as verbatim text, structured index (wings/rooms/drawers). Pluggable backend (ChromaDB default). Zero API calls. 52K stars in 8 weeks.",2026-05-23 01:45:17.129702+00
258,Worktrunk — Git Worktree CLI for Parallel AI Agent Workflows (5.1K Stars),agent_infrastructure,5163,https://github.com/max-sixty/worktrunk,https://github.com/max-sixty/worktrunk,"Rust CLI for managing git worktrees specifically designed for parallel AI agent workflows. Spin up isolated worktrees per agent, run Claude Code / Codex / any agent in parallel without conflicts.",2026-05-23 01:45:31.893211+00
259,CCPM — Project Management Skill System for Agents with GitHub Issues + Worktrees (8.1K Stars),agent_infrastructure,8138,https://github.com/automazeio/ccpm,https://github.com/automazeio/ccpm,Shell-based project management system that uses GitHub Issues and Git worktrees for parallel agent execution. Turns GitHub Issues into agent task cards with isolated worktrees. Designed for Claude Code.,2026-05-23 01:45:43.203518+00
261,Chaterm — AI Terminal for Cloud and Infrastructure Management (3K Stars),agent_infrastructure,2966,https://github.com/chaterm/Chaterm,https://github.com/chaterm/Chaterm,"Open source AI terminal for cloud and infrastructure management. Deploy, troubleshoot, and automate services using natural language. Built-in SSH, PAM, bastion host support.",2026-05-23 02:34:58.053513+00
262,mcp-use — Fullstack MCP Framework (10K Stars),agent_infrastructure,9990,https://github.com/mcp-use/mcp-use,https://github.com/mcp-use/mcp-use,Fullstack MCP framework to develop MCP Apps for ChatGPT/Claude and MCP Servers for AI Agents.,2026-05-23 02:34:58.053513+00
263,"9router — Free AI Coding Router Connecting Claude, Codex, Cursor, Copilot (13.5K Stars)",agent_infrastructure,13544,https://github.com/decolua/9router,https://github.com/decolua/9router,"Unlimited free AI coding by connecting Claude Code, Codex, Cursor, Cline, Copilot, and Antigravity to free Claude/GPT/Gemini via one router with auto-fallback support. Drop-in proxy that eliminates vendor lock-in.",2026-05-23 03:06:30.948223+00
264,Nebula Security Vega — AI Agent Discovered nginx-poolslip Zero-Day RCE,agent_security,,https://x.com/nebusecurity/status/2057071579876753643,https://nebusec.ai,"AI security agent Vega found an unauthenticated RCE zero-day in nginx 1.31.0. Targets nginx core memory pool management (ngx_pool_t). Exploit includes ASLR bypass via heap feng shui + address leaking. Achieves reverse shell. 452K views, 1383 likes, 252 RTs on disclosure. No CVE assigned yet. No public PoC. Responsible disclosure — full writeup released 30 days after patch.",2026-05-23 03:07:01.127626+00
265,Agentics — GitHub Next Agentic Workflows for Autonomous Repo Maintenance (714 Stars),agent_infrastructure,714,https://github.com/githubnext/agentics,https://github.com/githubnext/agentics,"Sample pack of GitHub Agentic Workflows by GitHub Next. Includes repo-assist agent that reduced open issues by 578 across 13 repos, achieved 8x issue closure velocity and 10x PR merge speed. Transforms dormant open source projects into actively maintained ones. Official GitHub team project.",2026-05-23 03:07:02.882145+00
266,GitNexus — Zero-Server Code Intelligence Engine for AI Agents (39.8K Stars),agent_infrastructure,39781,https://github.com/abhigyanpatwari/GitNexus,https://github.com/abhigyanpatwari/GitNexus,"Client-side knowledge graph that indexes codebases into dependency/call-chain/execution-flow graphs. Exposes via MCP so Cursor, Claude Code, Codex get architectural context and stop shipping blind edits. Runs entirely in browser.",2026-05-23 03:41:21.978003+00
267,Orca — Next-Gen ADE for Parallel Agent Fleets (3.1K Stars),agent_infrastructure,3096,https://github.com/stablyai/orca,https://github.com/stablyai/orca,"Agent Development Environment that runs any coding agent (Claude Code, Codex, Pi, Cursor) in parallel fleets with one subscription. Desktop and mobile apps.",2026-05-23 03:41:21.978003+00
268,Sigil — AI Security Posture Management for Developer Machines,agent_security,2,https://github.com/Ju571nK/sigil,https://github.com/Ju571nK/sigil,"Host-side agent that watches files controlling what AI coding agents can do: hooks, permissions, MCP allowlists, sandbox flags. Scores dangerous configurations and ships events to SIEM. Rust. Monitors Claude Code, Codex, Cursor, Gemini CLI.",2026-05-23 03:41:21.978003+00
269,Adrian — Runtime Security Monitoring for AI Agents (71 Stars),agent_security,71,https://github.com/secureagentics/Adrian,https://github.com/secureagentics/Adrian,"Catches malicious tool use, prompt injection, and policy drift in real-time. Runtime security layer for autonomous agents. Python.",2026-05-23 03:41:21.978003+00
270,JanuScope — Local-First MCP Policy Proxy (15 Stars),agent_security,15,https://github.com/giancarloerra/JanuScope,https://github.com/giancarloerra/JanuScope,"Tool-block, SQL-mutation gate, PII redact, audit, rate-limit, OpenTelemetry, vault secrets. TypeScript MCP policy proxy that sits between agents and MCP servers.",2026-05-23 03:41:21.978003+00
271,MCPGuard — CLI Security Checks for MCP Tools Before Agent Calls,agent_security,12,https://github.com/hieuchaydi/MCPGuard,https://github.com/hieuchaydi/MCPGuard,"Validates schema quality, response integrity, and security posture of MCP tools before AI agents call them. Python CLI.",2026-05-23 03:41:21.978003+00
272,Composio Security Incident — Attacker Escalated Through Agentic Tool for 8 Hours,agent_security,,https://composio.dev/blog/composio-may-2026-security-incident,,"On May 21, an attacker probed Composio systems, gained foothold in internal agentic infrastructure monitoring tool, escalated through automated remediation systems and sandboxed execution environment over 8 hours. Compromised GitHub tokens. Company revoked ALL user GitHub tokens as precaution. 65K views on update tweet, 168 likes.",2026-05-23 04:03:56.003439+00
276,McKinsey Lilli Breach — Autonomous AI Agent Hacked Internal AI in 2 Hours via SQL Injection,agent_security,,https://stateofsurveillance.org/news/mckinsey-lilli-ai-agent-hack-codewall-sql-injection-2026/,,"An offensive AI agent autonomously selected McKinsey as target, found 200 endpoints, identified 22 unauthenticated, exploited SQL injection in Lilli platform. Access: 46.5M plaintext chat messages (strategy, M&A, client data), 728K confidential files, 57K user accounts, 95 writable system prompts. CodeWall disclosed March 1 2026. McKinsey has not publicly commented. The vulnerability: user-supplied JSON keys treated as internal database code.",2026-05-23 04:38:01.50591+00
277,Owner-Harm Research — Defense Systems Catch Only 14.8% (4/27) of AI Agents Harming Their Deployer,agent_security,,https://x.com/heynavtoor/status/2052776817799667902,,"Beijing researcher paper documents defense systems catching only 14.8% of agent self-harm attacks. Real incidents: Slack AI leaked private tokens via hidden instruction (Aug 2024), Microsoft 365 Copilot forwarded emails via malicious calendar invite (Jan 2024), Meta agent posted internal data publicly (Mar 2026). Breakdown: credential leak 0/3, reputational harm 0/3, financial harm 1/10, privacy breach 2/6. Eight attack categories (C1-C8).",2026-05-23 04:38:01.50591+00
278,MCPTox Benchmark — 72.8% Attack Success Rate on MCP Servers (45 Live Servers Tested),agent_security,,https://x.com/0xAlexKorn/status/2052146629960958431,https://github.com/zhiqiangwang4/MCPTox-Benchmark,"MCPTox tested 45 live MCP servers, 353 real tools, 1312 malicious cases across 20 LLM agents. Worst attack success rate: 72.8%. Malicious instructions hide in MCP tool descriptions, invisible to user, steer model behavior. Kaspersky confirmed supply chain: MCP via GitHub/Docker/PyPI, agent gets local access, poisoned layer harvests data. OX Security: 30+ disclosures, 10 Critical/High CVEs.",2026-05-23 04:38:01.50591+00
279,ConnectWise Automate Agent CVE-2026-9089 — Authentication Bypass (CVSS 8.8),agent_security,,https://nvd.nist.gov/vuln/detail/CVE-2026-9089,,CVE-2026-9089 (CVSS 8.8) impacts ConnectWise Automate Agent authentication during plugin and update processes. Organizations using Automate should apply the 2026.5 release immediately.,2026-05-23 04:38:01.50591+00
280,FastGPT CVE-2026-44286 — Unauthenticated SSRF in AI Agent Building Platform,agent_security,,https://www.cve.org/CVERecord?id=CVE-2026-44286,,CVE-2026-44286 affects FastGPT prior to 4.14.17. Unauthenticated SSRF allows attackers to access internal resources through the agent platform. FastGPT is a popular open-source AI Agent building platform.,2026-05-23 04:38:01.50591+00
281,CUA — Open-Source Computer-Use Agent Infrastructure (17K Stars),agent_infrastructure,17011,https://github.com/trycua/cua,https://github.com/trycua/cua,"Open-source infrastructure for Computer-Use Agents. Sandboxes, SDKs, and benchmarks to train and evaluate AI agents that control full desktops (macOS, Linux, Windows). Virtualization framework isolates agent environments.",2026-05-23 05:03:43.612738+00
282,OpenSRE — Open-Source AI SRE Agent Toolkit (5.7K Stars),agent_infrastructure,5668,https://github.com/Tracer-Cloud/opensre,https://github.com/Tracer-Cloud/opensre,"Build your own AI SRE agents. Open-source toolkit with integrations for Datadog, Grafana, Slack. Covers incident management, root cause analysis, remediation automation, and alerting.",2026-05-23 05:03:54.064951+00
283,CCGlass — See What Your Coding Agent Sends to the Model,agent_infrastructure,31,https://github.com/jianshuo/ccglass,https://github.com/jianshuo/ccglass,"Local proxy + web dashboard that shows exactly what Claude Code, Codex, and Kimi send to the LLM. Transparency tool for understanding agent communication patterns.",2026-05-23 05:04:03.95518+00
284,Mitiga: Claude Code MCP Token Theft via Supply Chain — Anthropic Refused to Fix,agent_security,,https://www.mitiga.io/blog/claude-code-mcp-token-theft-mitm,,"Mitiga Labs found that a fake npm package can hijack Claude Code by redirecting MCP server URLs in ~/.claude.json. Stolen token bypasses MFA, survives rotation, leaves no trace. Anthropic was notified April 10 2026 and said out of scope — no fix coming.",2026-05-23 05:34:51.071971+00
285,Microsoft Semantic Kernel RCE Chain — CVE-2026-26030/25592 (CVSS 9.9),agent_security,,https://intel.threadlinqs.com/#TL-2026-0481,,"Two CVSS 9.9 flaws in Microsoft Semantic Kernel AI agent SDK: Python sandbox escape + arbitrary file write. 9 detections, 26 IOCs. Chainable for full RCE in agent deployments using MS SDK.",2026-05-23 05:35:06.146773+00
286,vm2 CVE-2026-24120 — Sandbox Escape (CVSS 9.8) in Agent Code Execution,agent_security,,https://www.cve.org/CVERecord?id=CVE-2026-24120,,vm2 CVE-2026-24120 (CVSS 9.8): bypass of CVE-2023-37466 lets attackers escape the VM and run host commands. Update to 3.11.2. Affects any AI agent that runs user code in vm2 sandboxes.,2026-05-23 05:35:06.151075+00
287,CVE-2026-7061 — ChatGPT-MCP-Server Docker Command Injection (CVSS 7.3),agent_security,,https://github.com/Toowiredd/chatgpt-mcp-server/issues/8,,"Critical command injection in Toowiredd/chatgpt-mcp-server allows unauthenticated RCE via Docker service component. Public PoC available. Project abandoned (issue open, no fix). The vulnerability is in the Docker bridge that connects MCP servers with containers — the trust boundary every MCP deployment depends on.",2026-05-23 06:06:17.450125+00
288,FlowiseAI 10 Critical Flaws (CVSS 9.9) — RCE Cascade via CSV/Airtable Agent Injection,agent_security,,https://github.com/FlowiseAI/Flowise/security/advisories,,FlowiseAI published a security advisory batch revealing a critical vulnerability cascade in Flowise — the popular open-source UI for no-code LLM app assembly. Flaws range from unauthenticated RCE chains via CSV/Airtable agent injection to plaintext credential storage. A single malicious CSV or Airtable payload chains through the agent to achieve code execution.,2026-05-23 06:06:18.520196+00
289,"MCP 2026-07-28 RC — Protocol Goes Stateless, No Session ID, No Handshake",agent_security,,https://x.com/dsp_/status/2057780712187580924,,"MCP protocol release candidate removes session state entirely. No handshake, no session ID, any request can hit any server instance. Extensions become first-class (MCP Apps, Tasks). Auth hardening and deprecation policy added. 547K views, 1.37K likes, 205 RTs on announcement by dsp_. Security implications: every request must carry its own auth context — tool servers must validate every call independently.",2026-05-23 06:36:10.849122+00
290,Pydantic AI CVE-2026-46678 — SSRF Cloud-Metadata Bypass via IPv6 Transition Forms,agent_security,,https://dailycve.com/pydantic-ai-ssrf-cloud-metadata-blocklist-bypass-via-ipv6-transition-forms-cve-2026-46678-moderate/,,Pydantic AI 1.100.0 fixes SSRF vulnerability. IPv6 transition forms bypass cloud-metadata blocklist in FileUrl with force_download=allow-local. The fix normalizes IPv6 transition forms before blocklist comparison.,2026-05-23 06:36:10.849122+00
291,mcp-yoshi v1.4.0 — MCP Security Filter Covering 76% of Flowise 59 CVEs,agent_security,,https://x.com/aliksir_mirage/status/2049632472405520888,,"MCP communication filter for Claude Code. Covers 76% (45/59) of Flowise vulnerabilities with rules IN-015 through IN-021: parameter override, path traversal, query injection, sandbox escape, header spoofing, browser launch RCE. Detects trust-command + dangerous-option patterns in npx/npm/pnpm/yarn/bun/deno.",2026-05-23 06:36:10.849122+00
292,AWS Strands Agents SDK — Model-Driven Agent Framework (5.9K Stars),agent_infrastructure,5900,https://github.com/strands-agents/sdk-python,https://github.com/strands-agents/sdk-python,AWS open-source SDK. Model-driven approach to building AI agents in few lines of code. Python + TypeScript. AgentCore integration.,2026-05-23 07:06:33.769345+00
293,UncommonRoute — LLM Router with 82% Cost Savings (663 Stars),agent_infrastructure,663,https://github.com/CommonstackAI/UncommonRoute,https://github.com/CommonstackAI/UncommonRoute,"Automatic LLM router. 82% cost reduction, 79.4% accuracy, 93.4% pass rate. Drop-in OpenAI-compatible proxy. Routes queries to cheapest capable model.",2026-05-23 07:06:33.769345+00
294,NVIDIA AI-Q Blueprint — Deep Research Skill for Agent Harnesses (619 Stars),agent_infrastructure,619,https://github.com/NVIDIA-AI-Blueprints/aiq,https://github.com/NVIDIA-AI-Blueprints/aiq,NVIDIA open reference for building intelligent AI agents. AI-Q skill packages research pipeline into portable skill. Drop into any harness. Returns cited reports.,2026-05-23 07:06:33.769345+00
295,Cline CVE-2026-44211 — WebSocket Origin Bypass Enables Agent Session Hijack and RCE (CVSS 9.3),agent_security,,https://x.com/apartresearch,"","Local WebSocket server on localhost:3484 has zero origin validation. Any website can silently connect to read workspace paths, git branches, and inject commands into running AI agent sessions. Affects Cline ≤2.13.0 via kanban ≤0.1.59. No patch available at time of disclosure.",2026-05-23 07:42:03.31976+00
296,Gemini CLI CVSS 10.0 — Malicious Repo Config Grants Full RCE in CI/CD,agent_security,,https://x.com/vitobotta,"","Headless mode automatically trusts workspace folders. Anyone who can push to your repo can inject malicious .gemini/ config for arbitrary command execution on CI/CD runners. No auth, no interaction needed. Affects @google/gemini-cli before 0.39.1 and 0.40.0-preview.3, and google-github-actions/run-gemini-cli before 0.1.22. No CVE assigned.",2026-05-23 07:42:03.31976+00
298,CLI-Anything — Turn Any Desktop Software Into Agent-Native CLI (39.6K Stars),agent_infrastructure,39636,,https://github.com/HKUDS/CLI-Anything,"HKU research project. Scans any software source code (GIMP, Blender, Photoshop, Zoom) and auto-generates clean agent-ready CLI interfaces. Lets AI agents control GUI apps that never had APIs. 3 days to 39K stars.",2026-05-23 08:06:46.594033+00
299,OpenFang — Open-Source Agent Operating System in Rust (17.6K Stars),agent_infrastructure,17623,,https://github.com/RightNow-AI/openfang,"Not a chatbot framework. Full agent OS. 137K LOC, 14 crates, 2500+ tests. Autonomous agents with scheduling, memory, and tool use. One binary. Rust-native.",2026-05-23 08:06:46.594033+00
300,SocratiCode — MCP Server for Codebase Intelligence (2.7K Stars),agent_infrastructure,2722,,https://github.com/giancarloerra/SocratiCode,"Open-source MCP server giving coding agents reusable intelligence layer for codebases. Hybrid BM25 + semantic search with reciprocal rank fusion. Works with Claude Code, Cursor, Codex, Gemini CLI. Index lives with codebase, not inside one IDE.",2026-05-23 08:06:46.594033+00
301,Lightpanda — Headless Browser Built from Scratch for AI Agents (30.4K Stars),agent_infrastructure,30498,,https://github.com/lightpanda-io/browser,"First headless browser designed for agents, not adapted from Chromium. 11x faster, 9x less memory. CDP-compatible. Infrastructure that matches the use case.",2026-05-23 08:06:46.594033+00
302,"Hyperframes — Write HTML, Render Video, Built for Agents (20.5K Stars)",agent_infrastructure,20569,,https://github.com/heygen-com/hyperframes,"HeyGen open-sourced their video rendering pipeline. Write HTML templates, render as video. Built for AI agent workflows. TypeScript.",2026-05-23 08:06:46.594033+00
303,Forkd — Fork 100 Agent MicroVMs in 101ms with KVM Isolation (611 Stars),agent_security,611,,https://github.com/deeplethe/forkd,MicroVM sandbox runtime for AI agent fan-out. Children fork from a warmed parent snapshot with copy-on-write memory. Built on Firecracker. BRANCH lets agents fork mid-thought in ~150ms. Per-child KVM isolation with fork(2)-level spawn cost.,2026-05-23 08:34:12.666341+00
304,CVE-2026-7061 — ChatGPT-MCP Server Command Injection (CVSS 7.3),agent_security,,,,Critical command injection in Toowiredd chatgpt-mcp-server allows unauthenticated attackers to achieve RCE through MCP tool calls. MCP servers are the new attack surface.,2026-05-23 08:34:12.669726+00
305,LiteLLM Agent Platform — Self-Hosted Sandboxed Coding Agents with Vault Proxy (484 Stars),agent_infrastructure,484,,https://github.com/BerriAI/litellm-agent-platform,"Self-hosted platform for running Claude Code, Codex, Hermes in isolated sandboxes with vault proxy. Agents never see real API keys, vault injects them at runtime.",2026-05-23 08:34:12.672268+00
306,OneCLI — Open-Source Credential Vault for AI Agents (2.2K Stars),agent_security,2234,,https://github.com/onecli/onecli,Give AI agents access to services without exposing keys. OAuth2 and API key vault that brokers credentials to agents at runtime. Keys never appear in conversation history or tool returns.,2026-05-23 08:34:12.674612+00
307,Infisical Agent Vault — HTTP Credential Proxy for AI Agents (1.3K Stars),agent_security,1293,,https://github.com/Infisical/agent-vault,"HTTP credential proxy and vault for Claude Code, OpenClaw, Hermes. Intercepts agent API calls and injects credentials at the proxy layer. Agents never store or see secrets.",2026-05-23 08:34:12.677586+00
308,Groundcrew — Dispatch Linear Backlog to AI Coding Agents (31 Stars),agent_infrastructure,31,,https://github.com/ClipboardHealth/groundcrew,"One git worktree per ticket, sandboxed by default. Dispatches your Linear backlog to AI coding agents automatically.",2026-05-23 08:34:12.68018+00
309,CVE-2026-5865 — AI Agent Found Chrome V8 Zero-Day (Nebula Security),agent_security,,https://x.com/nebusecurity/status/2047153356536250770,,"Nebula Security's AI agent Vega discovered CVE-2026-5865, a zero-day in Chrome V8 affecting 40+ major versions. Renderer memory read/write, potential RCE. First Chrome V8 zero-day found by AI. 38K views, 482 likes. Patched by Google. Same team behind nginx-poolslip discovery.",2026-05-23 09:07:38.010506+00
310,"Vidar Malware Harvesting OpenClaw Agent Identities — soul.md, Memory, and Gateway Tokens Stolen",agent_security,,https://x.com/killerskills_ai/status/2057409110841131125,,"Vidar infostealer evolved to harvest AI agent identities. Sweeps .openclaw folder stealing: gateway token (remote access), private keys, soul.md (personality/behavior), MEMORY.md (activity logs), AGENTS.md (access levels). SecurityScorecard found 40,214 OpenClaw instances exposed publicly, 63% vulnerable to RCE. Hudson Rock: ""shift from stealing browser credentials to harvesting souls of AI agents.""",2026-05-23 09:07:51.172293+00
312,CVE-2026-46354 — Coder Agent Token Theft via Azure Signature Bypass (CVSS 9.1),agent_security,,https://nvd.nist.gov/vuln/detail/CVE-2026-46354,https://github.com/coder/coder,"Critical vulnerability in Coder allows unauthenticated attackers on any Azure VM to steal agent session tokens. Root cause: azureidentity.Validate() checked certificate chain but skipped signature verification. Attacker crafts fake PKCS#7 data using publicly available Azure certificates from Certificate Transparency logs, sends to /api/v2/workspaceagents/azure-instance-identity, receives workspace session token. With stolen token: Git SSH private keys, OAuth access tokens (GitHub/GitLab), API keys, environment variables. Unauthenticated. No malware needed.",2026-05-23 09:35:14.722231+00
313,ds4 — Redis Creator's DeepSeek V4 Flash Local Inference Engine for Metal/CUDA (11.4K Stars),agent_infrastructure,11467,https://github.com/antirez/ds4,https://github.com/antirez/ds4,"Salvatore Sanfilippo (antirez, Redis creator) built a lightweight C engine for running DeepSeek V4 Flash locally on Metal (Apple Silicon) and CUDA. Pure C, no frameworks.",2026-05-23 10:07:15.564229+00
315,CVE-2026-25874 — Hugging Face LeRobot Unauthenticated RCE via Unsafe Deserialization (24.3K Stars),agent_security,24263,https://www.cve.org/CVERecord?id=CVE-2026-25874,https://github.com/huggingface/lerobot,"Critical RCE in HuggingFace open-source robotics platform. Unauthenticated remote code execution through unsafe deserialization in the inference pipeline. AI agent controls a robot arm + code execution vulnerability = physical safety hazard. Same platform powering the new $2,500 LeRobot Humanoid announced May 22.",2026-05-23 10:34:02.519298+00
316,"CVE-2026-31431 ""Copy Fail"" — AI-Found Linux Kernel LPE Zero-Day (Every Distro Since 2017, 732-Byte Exploit)",agent_security,,https://www.cve.org/CVERecord?id=CVE-2026-31431,,"AI found a Linux kernel zero-day that roots every distribution since 2017. The exploit fits in 732 bytes of Python. CVE-2026-31431 disclosed by Theori. Straight-line logic mistake that works first try, every time. No race condition, no address leak needed. Corrupts page cache — never touches disk. Containers dont help (shared page cache). 9-year-old bug in a 2017 crypto optimization. Your agent sandbox runs on Linux.",2026-05-23 10:34:31.598074+00
317,"May 2026 Linux Kernel LPE Cluster — 4 Critical Privilege Escalations in 3 Weeks (Copy Fail, Dirty Frag, Fragnesia, Pinthef)",agent_security,,https://securityonline.info/tag/dirty-frag/,,"Four critical Linux kernel LPE vulnerabilities disclosed in May 2026: CVE-2026-31431 Copy Fail (AI-found, 9-year bug, page cache corruption), CVE-2026-43284 Dirty Frag (universal LPE), CVE-2026-46300 Fragnesia (XFRM ESP-in-TCP, same subsystem as Dirty Frag), and Pinthef. All affect mainstream distributions. One found by AI. Exploit code published before patches for some. Agent sandboxes and containers share the same host kernel — one LPE = full host escape.",2026-05-23 10:34:31.601427+00
318,DeepSeek V4 Pro Autonomous Hacking — 4 Expert Security Challenges Solved for $6.84 (412 Tool Calls),agent_security,,https://x.com/Tur24Tur/status/2048018521649500467,,"Tur24Tur demonstrated DeepSeek V4 Pro autonomously solving 4 expert-level PortSwigger security challenges: SQL Injection (26 tool calls, 3 min), Android Root Detection Bypass with Frida (102 calls, 16 min), Reflected XSS with AngularJS sandbox escape + CSP bypass (142 calls, 71 min), Web Cache Deception (142 calls, 35 min). Total: 412 tool calls, $6.84 on DeepSeek V4 Pro. Each solution reviewed by Claude Opus 4.7. 11K+ views, 115 likes on original thread.",2026-05-23 10:34:31.603921+00
320,Claude Code Network Sandbox Bypass — Credentials and Source Code Exposed Across 130+ Versions,agent_security,,https://cybersecuritynews.com/claude-codes-network-sandbox-vulnerability/,,"Critical bypass in Anthropic's Claude Code AI assistant exposed credentials, source code, API keys, and internal resources. The network sandbox designed to isolate Claude Code from sensitive resources could be circumvented, allowing the agent to access data it should not see. Affects 130+ versions. Directly relevant to agent sandboxing and the untrusted-agent threat model.",2026-05-23 11:06:39.072398+00
321,"Langflow — First AI Agent Framework Added to CISA ""Must Patch"" List (Attacked Within 20 Hours of Disclosure)",agent_security,,https://cisa.gov/known-exploited-vulnerabilities,,Langflow became the first AI agent framework added to CISA's Known Exploited Vulnerabilities catalog. Attackers began exploiting it within 20 hours of disclosure. This is a landmark moment — the first time the US government treats an AI agent framework with the same urgency as critical infrastructure software. Confirms that agent frameworks are now part of the core attack surface.,2026-05-23 11:06:39.072398+00
